FLAG	KEY	EN	FR	ES	IND	KM	AR	TR	ET	RU	GE	HU	IT	SR	ZH	DE
PHP	YOU_MUST_FILL_IN_THIS_FIELD	You must fill in this field	Vous devez remplir ce champ	Debe completar este campo	Anda harus mengisi field ini	អ្នក​ត្រូវ​តែ​បំពេញ​ខ្ទង់​នេះ។	يجب عليك تعبئة هذه الخانة	Bu alanı doldurmanız gerekli.	Sa pead selle välja täitma	Вы должны заполнить это поле	თქვენ უნდა შეავსოთ მოცემული მინდორი	Ki kell töltened ezt a mezőt	È necessario compilare questo campo	Morate da popunite ova polja.	你必须填写此栏目	Du musst dieses Feld ausfüllen.
JS	YOU_NEED_TO_SELECT_AN_ENTITY_BEFORE_COUNTING	You need to select an entity before counting	Vous devez sélectionner une entité avant de compter.	Tienes que seleccionar una entidad antes del recuento	Anda perlu memilih entitas sebelum menghitung	អ្នក​ត្រូវ​ជ្រើស​រើស​ផ្នែកសំខាន់Entity មុន​នឹង​រាប់​ចំនួន	يجب عليك اختيار كيان قبل العد	Listelemek için bir birim seçmelisiniz.	Sa pead valima üksuse enne loendamist	Вам необходимо выбрать объект перед подсчетом	თქვენ უნდა შეარჩიოთ სტრუქტურა დათვლამდე	Ki kell választanod egy entitást a folytatás előtt	È necessario selezionare un entità prima di contare	Morate da izaberete entitet pre brojanja.	你需要在计算前选一项单元	Du musst eine Einheit auswählen vor dem Zählen
PHP	YOUR_BROWSER_S_COOKIE_FUNCTIONALITY_IS_TURNED_OFF__PLEASE_TURN_IT_ON	Your browser's cookie functionality is turned off! Please turn it on	La fonctionnalité des cookies est désactivé sur votre navigateur ! Veuillez l'activer	¡La funcionalidad de las cookies está desactivada en su navegador! Por favor, actívela	Fungsi cookie pada browser anda tidak aktif. Silahkan aktifkan	តួនាទីគ្រប់​គ្រង​ប្រតិប័ត្រការ​កុំ​ព្យូទ័រមិន​ដំណើរ​ការ​ទេ។ សូម​បើក​ឧបករណ៍​នេះ	وظيفة الكوكيز للمتصفح غير مفعلة! قم بتفعيلها	Tarayıcınızın çerez fonksiyonu kapalı! Lütfen açın.	Sinu brauseri küpsise funktsioon on välja lülitatud! Palun lülita see sisse	У вашего браузера отключены cookie! Пожалуйста, включите их	თქვენი ბრაუზერის ტიპი ფუნქციურად გამორთულია! გთხოვთ ჩართეთ	A böngésződben ki van kapcsolva a cookie-k fogadása! Kapcsold be kérlek!	La funzione cookie del browser è disattivata! Si prega di attivarla.	Cookie funkcija vašeg pretraživača je isključena! Molimo da je uključite.	你的浏览器的Cookie功能已关闭！请打开它	Die cookie Funktionsweise deines Browers ist ausgeschaltet! Bitte schalte sie an
PHP	EXTENSIONS	Extensions	Extensions	Extensiones	Ekstensi	Extensions	ملحقات	Sistem Yapılandırması	Laiendused	Расширения	პროგრამული გაფართოება	Kiegészítők	Estensioni.	Proširenja/ekstenzije.	附加软体／文件格式	Erweiterungen
	ABOUT_OE	About OpenEvsys	Sur OpenEvsys	Sobre OpenEvsys	Tentang OpenEvsys	About OpenEvsys	عن OpenEvsys	OpenEvsys Hakkında	Info OpenEvsys kohta	Об OpenEvsys	OpenEvsys-ის შესახებ	Az OpenEvSys-ről	Riguardo OpenEvsys	O OpenEvsys-u	关于 OpenEvsys	Über OpenEvsys
	AGPL	AGPL v3 licensed	AGPL v3 autorisé	AGPL v3 con licencia	Berlinsensi AGPL v3	AGPL v3 licensed	AGPL v3 licensed	AGPL v3 lisanslı	AGPL v3 litsentsitud	лицензировано под AGPL v3	AGPL v3 licensed	AGPL v3 licensz	AGPL v3 autorizzato	AGPL v3 odobreno	AGPL v3许可	AGPL v3 lizensiert
	REQUIRED	Required	Requis	Necesario	Diwajibkan	Required	مُتَطلّب 	ZORUNLU	Nõutud	Обязательно	მოთხოვნილი	Kötelező	Richiesto	Zahtevano	必要	erfolderlich
	YES_CONFIDENTIALITY	Yes (for Confidentiality)	Oui (pour Confidentialité)	Si (por Confidencialidad)	Iya (untuk Kerahasiaan)	Yes (for Confidentiality)	نعم( للسرية )	Evet (Gizlilik için)	Jah (konfidentsiaalsusele)	Да (для конфиденциальности)	დიახ (კონფიდენციალური)	Igen (bizalmas kezelésre)	Sì (per Riservatezza)	Da (za poverljivost)	要（对于保密）	Ja (für Vertraulichkeit)
	NO_CONFIDENTIALITY	No (for Confidentiality)	Non (pour Confidentialité)	No (por Confidencialidad)	Tidak (untuk Kerahasiaan)	No (for Confidentiality)	لا ( للسرية )	Hayır (Gizlilik için)	Ei (konfidentsiaalsusele)	Нет (для конфиденциальности)	არა (კონფიდენციალური)	Nem (bizalmas kezelésre)	No (per Riservatezza)	Ne (za poverljivost)	不要（对于保密）	Nein (für Vertrauchlichkeit)
	ERROR_SERVER	An error was returned by the server, please contact system administrator	Une erreur a été renvoyée par le serveur, s'il vous plaît contactez l'administrateur du système	Un error fue devuelto por el servidor, por favor póngase en contacto con el administrador del sistema	Kesalahan dikembalikan oleh server, silahkan hubungi administrato sistem	An error was returned by the server, please contact system administrator	تم إرجاع خطأ من قبل جهاز الخادم، الرجاء الاتصال بمسؤول النظام	Sunucu hatası, lütfen sistem yöneticinizle iletişime geçin.	Server saatis veateate, kontakteeru süsteemi administraatoriga	Сервер вернул ошибку, пожалуйста свяжитесь с администратором	შეცდომა დაბრუნებულ იქნა სერვერის მიერ, გთხოვთ დაეკონტაქტეთ სისტემის ადმინისტრატორს	Hibát jelzett a szerver, lépj kapcsolatba a rendszeradminisztrátorral!	Un errore è stato rinviato dal server, contattare l'amministratore di sistema	Server je vratio grešku; molimo kontaktirajte administatora sistema.	服务器发回错误，请与系统管理员联系	Ein Fehler wurde vom Server zurück gegeben, bitte kontaktiere die System Administrations Person
	NULL_ROWS	Null Rows	Zéro lignes	Cero líneas	Null Rows	Null Rows	صفوف لاغية	Boş Satırlar	Kehtetud read	Нулевые строки	ნულოვანი რიგები	Sorok ürítése	Righe Nulle	Prazni redovi 	空行	Leerreihen
	PHONE_NO	Phone Number	Numéro de téléphone	Número de teléphono	Nomor telepon	Phone Number	رقم الهاتف	Telefon Numarası	Telefoni number	Номер телефона	ტელეფონის ნომერი	Telefonszám  	Numero di Telefono	Broj telefona	电话号码	Telefonnummer
	NUMERICAL	Numerical	Numérique	Numérico	Angka	Numerical	عددي	Sayısal	Arvuline	Числовое	რიცხობრივი	Számszerű	Numerico	Numerički	数值	numerisch
	ANALYST	Analyst	Analyste	Analista	Analis	Analyst	مُحَلّلُ	Analist	Analüütik	Аналитик	ანალიტიკოსი	Elemző	Analista	Analitičar	分析员	Analyst
	DATA_ENTRY	Data Entry	Saisie des données	Registro de datos	Data Entri	Data Entry	إدخال البيانات	Veri Girişi	Andmesisestus	Дата добавления	მონაცემთა შეყვანა	Adatbevitel	Inserimento Dati	Unos podataka	数据输入	Dateneintrag
	ENTITY_GROUPS	Entity Groups	Groupes d'entités	Grupos de entidades	Entitas Grup	Entity Groups	مجموعات الكيان	Giriş Grupları	Üksuse grupid	Группы объектов	სტრუქტურის ჯგუფები	Entitás csoportok	Gruppi di Entità	Grupe entiteta	单元组合（多项）	Gruppeneinheit
	CREATE	Create	Créer	Crear	Buat	Create	إنشاء	Oluştur	Loo	Создать	შექმნა	Létrehozás	Creare	Kreiraj	创造	Kreiren
	READ	read	lire	leer	baca	read	اقرأ	oku	loe	читать	წაკითხვა	olvasás	leggere	Čitaj	读	lesen
	LINKING	Linking	Lien	Enlace	Tautan	Linking	توصيل	Bağlanıyor	Sidumine	Связующий	კავშირი	Kapcsolódás	Collegamento	Povezivanje	链接	Verlinkung
	PRIMARY	Primary	Primaire	Primario	Utama	Primary	أساسي	Birincil	Primaarne	Первичный	საწყისი	Elsődleges	Primario	Primarno	主要的	primär
	SELECT_LANGUAGE	Select language	Sélectionner la langue	Seleccionar el idioma	Pilih Bahasa	Select language	اختر اللغة	Dil Seçin	Vali keel	Выберите язык	ენის შერჩევა	Nyelv választása	Seleziona lingua	Odaberi jezik	选择语言	wähle Sprache
	NO_ATTACHMENT	No attachment found to this document	Aucun fichier joint trouvé pour ce document.	Ningun archivo encontrado a este documento.	Dokumen ini tidak memiliki lampiran	No attachment found to this document	لم يتم العثور على أي مرفق لهذه الوثيقة	Dosya eki bulunamadı	Selle dokumendi manust ei leitud	Для этого документа нет прикрепленных файлов	დოკუმენტს არ ახლავს ეთეჩმენთი	Nincsenek csatolmányok ehhez a dokumentumhoz	Nessun allegato trovato per questo documento	Ovaj dokument nema priloge	此文件没有附件	Kein Anhang zu dem Dokument gefunden
	BROWSE	Browse	Parcourir	Revisar	Telusur	Browse	تَصَفّحَ	Göz at	Sirvi	Обзор	შერჩევა	Böngészés	Sfogliare	Pretraži	游览	durchsuchen
	ROWS	Row(s)	Ligne(s)	Linea(s)	Baris	Row(s)	صف -صفوف	Sıra(lar)	Rida/Read	Строка(и)	რიგი (რიგები)	Sor(ok)	Riga/ghe	Red/ovi	行（多个）	Reihe(n)
	ADVANCED_SEARCH_REPORT	Advanced Search Report	Rapport sur recherche avancée	Informe de búsqueda avanzada	Laporan pencarian Mutakhir	Advanced Search Report	تقرير البحث المتقدم	Gelişmiş Arama Raporu	Laiendatud otsingu aruanne	Расширенный поиск отчетов	დაჩქარებული ძიების ანგარიში	Részletes keresési jelentés	Relazione di ricerca avanzata	Obrazac napredne pretrage	高级索搜报告	fortgeschrittener Suchbericht
PHP	Address	Address	Adresse	Dirección	Alamat	Address	عنوان	Adres	Aadress	Адрес	მისამართი	Cím	Indirizzo	Adresa osobe	地址	Adresse
PHP	latitude	latitude	latitude	latitud	latitude	latitude	خط العرض	genişlik	laiuskraad	широта	ინტერვალი	szélesség	latitudine	Geografska širina	纬度	Breitengrad
PHP	longitude	longitude	longitude	longitud	longitude	longitude	 خط الطول	uzunluk	pikkuskraad	долгота	ხანგრძლივობა	hosszúság	longitudine	Geografska dužina	经度	Längengrad
PHP	View	View	Afficher	Ver	Lihat	View	مشاهدة	Görünüm	Vaata	Вид	რაკურსი	Nézet	Visualizza 	Pregled	查看	Blick
PHP	Micro-thesauri created successfully	Micro-thesaurus created successfully	Micro-thesaurus créé avec succès	Micro-tesauro creado con éxito	Micro-thesaurus berhasil dibuat	Micro-thesaurus created successfully	تم انشاء المكنز المصغر بنجاح	Micro-kavramlar dizini başarıyla oluşturuldu	Micro-thesauri edukalt loodud	Микро-тезаурус успешно создан	მიკრო-თეზაურუსი შეიქმნა წარმატებით	Micro-thesarus sikeresen létrehozva	Micro-thesauri creato correttamente	Mikro-leksikon sinonima uspešno kreiran	微辞典创造成功	Micro-Thesaurus hat erfolgreich erstellt
PHP	Radio field	Radio field	Champ radio	Campo Radio	Radio field	Radio field	مجال الإذاعة	Evet/Hayır alanı	(Raadio)nupuväli	Радиокнопка	რადიო სიხშირის მინდორი	Rádió gomb	Campo radio	Radio polje	按键栏目	Radiofeld
PHP	Geolocation	Geolocation	Géolocalisation	Geolocalización	Geolocation	Geolocation	التَمَوْضُع المحلي الجغرافي	Konum belirleme	Geolokatsioon	Геолокация	გეოლოკაცია	Helymeghatározás	Geolocalizzazione	Geolokacija	地理定位	Ortung
